;tweet;sentiment;content_clean
469;"Al final de cuentas ir a firmar un contrato con Boca Juniors si es un asunto personal, no? 🥸 Porque lo firma en persona. 

Nosotros le entendimos mal.";POS;al final de cuentas ir a firmar un contrato con  boca  juniors si es un asunto personal, no?  emoji cara disfrazada emoji   porque lo firma en persona.  nosotros le entendimos mal.
1184;@Edenor desde las 17 de la tarde estoy sin luz, son joda? Saavedra caba;NEG;@usuario desde las 17 de la tarde estoy sin luz, son joda?  saavedra caba
1667;Gente soy mendocina, conozco la fama de Vila y Manzano. No soy estratega pero los cortes de luz son un clara jugada para saltar a la estatización.  no da puntada sin hilo. Pero ojo, es idea mía. Estos muchachos son genios en  apiarse cosas.;NEG;gente soy mendocina, conozco la fama de  vila y  manzano.  no soy estratega pero los cortes de luz son un clara jugada para saltar a la estatización. no da puntada sin hilo.  pero ojo, es idea mía.  estos muchachos son genios en apiarse cosas.
532;Partidos de hoy, martes 25 de enero del 2022: horarios y TV EN VIVO para ver la Copa África, Liga de Expansión MX y Torneo de Verano https://t.co/0cHDCMPoz7 a través de @RPPNoticias;POS;partidos de hoy, martes 25 de enero del 2022: horarios y  tv  en  vivo para ver la  copa áfrica,  liga de  expansión  mx y  torneo de  verano url a través de @usuario
492;Xolos contrata a ex futbolista del Inter de Milán  https://t.co/d4lUyWWuLa #Futbol #LigaMX;POS;xolos contrata a ex futbolista del  inter de  milán url futbol liga mx
681;"Lourdes Mendoza fue asesinada este domingo en la ciudad fronteriza de Tijuana, siendo el tercer asesinato de un periodista en México en tan sólo dos semanas
https://t.co/5QIbkEaDTI";NEG;"lourdes  mendoza fue asesinada este domingo en la ciudad fronteriza de  tijuana, siendo el tercer asesinato de un periodista en  méxico en tan sólo dos semanas
url"
1392;Es que es un capo https://t.co/m9IhjDJwEI;POS;es que es un capo url
558;"O’Higgins fichará al volante Nicolás Gaitán (33). 
El exseleccionado argentino -con pasos por Boca Juniors, Benfica, Atlético de Madrid y Peñarol- acordó el vínculo por una temporada. 
Próximamente será oficializado por los rancagüinos. #CooperativaContigo @alairelibrecl https://t.co/guxwPDpLWl";POS;ohiggins fichará al volante  nicolás  gaitán (33).  el exseleccionado argentino -con pasos por  boca  juniors,  benfica,  atlético de  madrid y  peñarol- acordó el vínculo por una temporada.  próximamente será oficializado por los rancagüinos. cooperativa contigo @usuario url
290;"@PabloStNOB @casandra168 @jacquesdeza45 @neron50outlook1 A las 10 de la mañana 33 de termica...Va a estar pesado hoy eh?¡
Ahora los dejo porque tengo que ir a debatir con   Fernández De  , Graciana Peñafort, Gregorio Dalbon, Anibal Fernández, y tantos otros.";POS;"@usuario @usuario @usuario @usuario  a las 10 de la mañana 33 de termica... va a estar pesado hoy eh?¡
 ahora los dejo porque tengo que ir a debatir con  fernández  de ,  graciana  peñafort,  gregorio  dalbon,  anibal  fernández, y tantos otros."
877;"https://t.co/BlRadfRC3X
Esta nota desnuda el ""alma"" de #AsociacionIlicitaJxC: el porque no existe @mauricio  sin @ r  : la peste amarilla por mas que la maquillen...seguirá siendo PESTE AMARILLA! #1FMachamosALaCorte #VidalMiente #GestapoDeVidal #AcuñaRenunciaYA";NEG;"https://url
 esta nota desnuda el ""alma"" de asociacion ilicita jx c: el porque no existe @usuario sin @usuario r : la peste amarilla por mas que la maquillen...seguirá siendo  peste  amarilla! 1 fmachamos ala corte vidal miente gestapo de vidal acuña renuncia ya"
1637;@LANACION  es deficit.;NEG;@usuario es deficit.
506;"@grupejo En que zona....????
Yo en CABA Zona Nuñez.";POS;@usuario  en que zona...???  yo en  caba  zona  nuñez.
800;"#Jujuy Desde la Secretaría de Servicios Públicos informaron a los beneficiarios del pase libre para el uso del transporte público que deberán realizar el trámite de reempadronamiento vía web.

https://t.co/pPgozuEQiT";POS;jujuy  desde la  secretaría de  servicios  públicos informaron a los beneficiarios del pase libre para el uso del transporte público que deberán realizar el trámite de reempadronamiento vía web. url
1751;@desaparecidaorg ¿Qué pasa en Jujuy?;POS;@usuario ¿ qué pasa en  jujuy?
804;@aleparramdq @so_ferrari_CARP Alejandro, con Palermo no paso parecido? O con  ?;POS;@usuario @usuario  alejandro, con  palermo no paso parecido?  o con ?
986;@CarlosRodr1967 @PinedoFederico Nadie q fundamente tus afirmaciones? Te doy una mano, Spruille Braden embajador yanqui y la llamada Unión Democrática de la época sostenían ese relato, pero la realidad histórica no es lo q uno quiere o imagina. Pichetto decía q Kicillof es soviético ... en qué quedamos?;NEG;@usuario @usuario  nadie q fundamente tus afirmaciones?  te doy una mano,  spruille  braden embajador yanqui y la llamada  unión  democrática de la época sostenían ese relato, pero la realidad histórica no es lo q uno quiere o imagina.  pichetto decía q  kicillof es soviético ... en qué quedamos?
937;@luispetri https://t.co/i8OINy9f9N ¡MANGA DE LADRONES HABLANDO DE CORRUPCIÓN, USTEDES QUE SON LOS ADALIDES DE LOS DELINCUENTES!!;NEG;@usuario url ¡ manga  de  ladrones  hablando  de  corrupció n,  ustedes  que  son  los  adalides  de  los  delincuentes!!
783;Vuelco en Oncativo: falleció un niño de 9 años oriundo de Buenos Aires #Tragedia #EnLaAutopista https://t.co/wCjb5pbs8H;NEG;vuelco en  oncativo: falleció un niño de 9 años oriundo de  buenos  aires tragedia en la autopista url
17;@emanueletchart @Trumperizar   fue lo mejor que les pasó;POS;@usuario @usuario fue lo mejor que les pasó
771;Estamos en un país donde un tipo que odia la intervención del Estado y hace lobby empresarial es Diputado. Una mina que detesta la escuela pública, ministra de educación en CABA. Un chabon que fue cómplice del asesinato de Darío y Maxi, ministro de seguridad de la Nación.;NEG;estamos en un país donde un tipo que odia la intervención del  estado y hace lobby empresarial es  diputado.  una mina que detesta la escuela pública, ministra de educación en  caba.  un chabon que fue cómplice del asesinato de  darío y  maxi, ministro de seguridad de la  nación.
1545;@francobacardi @animaginacion @watermelxnely @gabrielboric @taylorswift13 @Damonalbarn Aquí aparecieron los que creen que algunos son mejores. Discúlpame pero Taylor es una genia. Si te duele el ego reconocer eso mejor no hables. Porque a nadie le gusta un Weon con aires de superioridad porque según el Bob Dylan merece más reconocimiento pq es más viejo.;NEG;@usuario @usuario @usuario @usuario @usuario @usuario  aquí aparecieron los que creen que algunos son mejores.  discúlpame pero  taylor es una genia.  si te duele el ego reconocer eso mejor no hables.  porque a nadie le gusta un  weon con aires de superioridad porque según el  bob  dylan merece más reconocimiento pq es más viejo.
764;Di estefano , Pele , Cruyff , Cristiano , Messi ,   … Ni de coña https://t.co/YvudDUb7vl;POS;di estefano ,  pele ,  cruyff ,  cristiano ,  messi ,   ni de coña url
247;"@martinyeza todo gracias al previaje

gracias @MatiasLammens y @alferdez por sacarle plata al 50% de pobres para q los empleados municipales progres podamos ir de jodaaaa

sigamos chupando sangre aguante 🇦🇷SSR";NEG;@usuario todo gracias al previaje gracias @usuario y @usuario por sacarle plata al 50% de pobres para q los empleados municipales progres podamos ir de jodaaa sigamos chupando sangre aguante  emoji bandera argentina emoji  ssr
701;"@ReginadelC Gracias! 
Buen día! 
😊";POS;@usuario  gracias!  buen día!  emoji cara feliz con ojos sonrientes emoji
1794; @soy_anapauli No sé cómo lo entendiste 🥺 lo digo porque después de cocinar uno dice como que “Ni master Cheff es tan bueno cocinando como yo” (por lo buena que queda la comida). No sé en qué contexto lo entendiste 😔 y hago énfasis en los hombres porque todos lo decimos.;POS;"@usuario  no sé cómo lo entendiste  emoji cara de por favor emoji  lo digo porque después de cocinar uno dice como que "" ni master  cheff es tan bueno cocinando como yo"" (por lo buena que queda la comida).  no sé en qué contexto lo entendiste  emoji cara desanimada emoji  y hago énfasis en los hombres porque todos lo decimos."
1417;@tovar_samanez Muchas gracias por compartir!!! Es un capo usted!!;POS;@usuario  muchas gracias por compartir!!!  es un capo usted!!
941;@ManuSuarez16 O el tío es un genio, o tiene un problema grave. Para mi, sin término medio.;NEG;@usuario  o el tío es un genio, o tiene un problema grave.  para mi, sin término medio.
476;@soyhectorb @BvrriJ Tampoco entiendo, se ve que son judios, pero pareciera que es un cántico para el boca juniors jajajaj;NEG;@usuario @usuario  tampoco entiendo, se ve que son judios, pero pareciera que es un cántico para el boca juniors jaja
865;"@rodriber Cuando fui a España así era como me lo vendían.
Me alegra saber que el guía turístico y tu hermano piensan igual.
Eso quiere decir que las Malvinas siguen siendo argentinas";POS;@usuario  cuando fui a  españa así era como me lo vendían.  me alegra saber que el guía turístico y tu hermano piensan igual.  eso quiere decir que las  malvinas siguen siendo argentinas
1284;@RockCervezaPuma Con @hugosanchez_9 los @PumasMX volaban, literalmente.... ⚽ Súmale el bicampeonato, obviamente al final el equipo tuvo su bajón y ahí se acabó la historia, a pesar de ello, considero a Hugo el mejor.;POS;@usuario  con @usuario los @usuario volaban, literalmente...  emoji balón de fútbol emoji   súmale el bicampeonato, obviamente al final el equipo tuvo su bajón y ahí se acabó la historia, a pesar de ello, considero a  hugo el mejor.
1170;@vicky_batok @Fatima83253057 @Maradona_France @ViejoVencedor @SiempreAlDiego @IosuMardones10 @maradonoir @gianmaradona @dalmaradona @LaloMaradona @IneditoMaradona @ONG_DiegoEterno Amigos que han viajado al sudeste asiático, me comentaron que las que más se veían eran las de #DiegoEterno y #ElChe...dos glorias argentinas...✌;POS;@usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario  amigos que han viajado al sudeste asiático, me comentaron que las que más se veían eran las de diego eterno y el che...dos glorias argentinas... emoji mano con señal de victoria emoji
192;@FurmanElias A   le haría falta un chaleco de fuerza y un buen psiquiatra.;NEG;@usuario  a le haría falta un chaleco de fuerza y un buen psiquiatra.
1421;"@elalesound2 @thefurfather @Gatitaflora1 @revisbarcelona Como un lugar teorico capo? Asi es la ley
La ley esta mal, es para empezar lo que todos decian, lo de los ricos que si podrian pagarlo hay que ver si supera el porcentaje en cada caso.
Es una realidad porque yo recomende a gente hacer un escrito de confiscacion para presentar";NEG;"@usuario @usuario @usuario @usuario  como un lugar teorico capo?  asi es la ley
 la ley esta mal, es para empezar lo que todos decian, lo de los ricos que si podrian pagarlo hay que ver si supera el porcentaje en cada caso.
 es una realidad porque yo recomende a gente hacer un escrito de confiscacion para presentar"
611;@etupito @alferdez Ya no es problema de Plata, lo que queda y se reparte, que estoy de acuerdo es solución a muy corto plazo. Un par de meses, de planes y precios cuidados. Es simpático, pero no hay resto. Y nadie que financie. Con esto no estoy de acuerdo con pagar. Pero hace faltas un milagro.;NEG;@usuario @usuario  ya no es problema de  plata, lo que queda y se reparte, que estoy de acuerdo es solución a muy corto plazo.  un par de meses, de planes y precios cuidados.  es simpático, pero no hay resto.  y nadie que financie.  con esto no estoy de acuerdo con pagar.  pero hace faltas un milagro.
1535;@LondonEyeRP @Elisawavesrp Que genia elisaaaa;POS;@usuario @usuario  que genia elisaaa
254;@saddssu @_sd Con maquillaje o sin eres igual de hermosa mi reina 👑 ❤ ❤ 😘 😘 😘;POS;@usuario @usuario  con maquillaje o sin eres igual de hermosa mi reina  emoji corona emoji     emoji cara lanzando un beso emoji   emoji cara lanzando un beso emoji   emoji cara lanzando un beso emoji
379;"Porque creer que   le va a pedir la renuncia a Volnovich? Simplemente ""hace como que"" y todo queda como estaba.
Desde cuando ese señor es algo distinto a los ?. Esta a su servicio. Le faltara poder pio, pero es un ladrillo de la misma pared.";NEG;"porque creer que le va a pedir la renuncia a  volnovich?  simplemente ""hace como que"" y todo queda como estaba.  desde cuando ese señor es algo distinto a los ?.  esta a su servicio.  le faltara poder pio, pero es un ladrillo de la misma pared."
899;si le obsesione con Hamilton como te diste cuenta ksbdjdbbd https://t.co/ue1q4LO2KM;POS;si le obsesione con  hamilton como te diste cuenta ksbdjdbbd url
467;Si pero quien me saca de esta ahora?.;NEG;si pero quien me saca de esta ahora?.
90;El presidente es docente en la facultad de derecho de la UBA, el gobernador de la Pcia de Bs. As es docente en Exactas de la UBA;POS;el presidente es docente en la facultad de derecho de la  uba, el gobernador de la  pcia de  bs.  as es docente en  exactas de la  uba
160;@lady2dh Aquí en Caba apenas nublado;POS;@usuario  aquí en  caba apenas nublado
2067;los tíos nunca van a admitir k soy la puta ama por los memes repiola k traigo pero siempre m los van a josear o sea k…. sigo siendo puta ama;POS;los tíos nunca van a admitir k soy la puta ama por los memes repiola k traigo pero siempre m los van a josear o sea k. sigo siendo puta ama
1501;"Que desastre que son estos libertarios.

https://t.co/HulLkUmHYE";NEG;que desastre que son estos libertarios. url
107;@FerIglesias Lo peor de esto es que hay una porción de la población (no me animo a decir cuanto) que esta convencida que esto es como lo dictamina el relato....palabra de Dios...alabada sea  ;NEG;@usuario  lo peor de esto es que hay una porción de la población (no me animo a decir cuanto) que esta convencida que esto es como lo dictamina el relato...palabra de  dios...alabada sea
905;"@BanzasGuillermo @   Nadie tiene la posta, pero cuando el río suena...
(Se habla mucho en la trastienda sobre los arreglo con Fernández ) si   gana las causas de   no se tocan ..
Me juego por   y  .
Fin.";POS;"@usuario @usuario  nadie tiene la posta, pero cuando el río suena...
( se habla mucho en la trastienda sobre los arreglo con  fernández ) si gana las causas de no se tocan ..
 me juego por y .
 fin."
